hardware
weekly_report
hardware
business
hardware
system
system
study
hardware
business
study
study
app
study
system
hardware
hardware
hardware
sound
hardware
system
study
hci
hci
others
ir
others
others
weekly_report
weekly_report
ir
app
hardware
hardware
ir
system
hardware
hci
ir
ir
hardware
study
hardware
hardware
hardware
app
hardware
app
system
hardware
hardware
study
sound
study
hci
hci
hci
hardware
weekly_report
weekly_report
weekly_report
study
study
others
hci
ir
system
app
hardware
hardware
app
app
hardware
hci
hardware
hci
sound
hci
system
hardware
hci
hci
ir
hci
system
hardware
sound
app
hci
system
hci
hardware
fab
app
hardware
study
hci
study
ir
sound
hardware
fab
app
system
others
app
system
hci
hci
app
others
system
hardware
study
system
study
business
fab
app
ir
hardware
system
hci
sound
hardware
fab
hci
business
ir
app
hci
app
hci
hardware
app
hci
system
system
sound
hardware
ir
app
system
app
hardware
system
fab
system
system
system
ir
system
system
ir
study
system
system
system
sound
fab
study
app
ir
system
system
app
app
app
hardware
system
system
study
system
business
system
system
app
hardware
app
app
system
app
app
system
study
hci
app
system
hci
system
hardware
app
business
others
system
business
hardware
hci
others
system
app
app
hci
study
hardware
business
sound
system
app
business
system
app
hardware
hardware
hardware
app
system
app
hardware
business
app
hardware
hardware
system
hci
hci
others
ir
app
hci
fab
app
app
system
hardware
study
hci
system
system
hci
hardware
system
app
app
system
